VBELN,CustomerId,CustomerName,Country,Segment,Product,Qty_Ordered,Unit_Price_EUR,Net_Value_EUR,Currency,SO_Date,Requested_Delivery_Date,Incoterms,Payment_Terms,Status,SalesOffice,SalesRep,Offset_Obligation_Pct
SD00000641,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,10,90000000,934205125.37,EUR,2022-09-05,2023-08-22,DDP,"30% advance, 70% on delivery",In Production,Paris,Isabelle Bernard,30
SD00000642,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,5116227.45,EUR,2023-09-06,2026-06-14,EXW,Milestone-based,Cancelled,Singapore,Isabelle Bernard,30
SD00000643,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,5194233.74,EUR,2021-12-13,2023-01-01,DDP,Milestone-based,Cancelled,Cairo,Isabelle Bernard,30
SD00000644,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,1,90000000,88977733.4,EUR,2023-01-03,2025-05-23,CIF,L/C 90 days,Partially Delivered,New Delhi,Marc Dupont,50
SD00000645,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4785645.56,EUR,2022-04-17,2024-10-05,DAP,"30% advance, 70% on delivery",In Production,New Delhi,Marc Dupont,30
SD00000646,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,9,95000000,862586279.7,EUR,2023-04-19,2025-06-13,DDP,"30% advance, 70% on delivery",Open,Singapore,Isabelle Bernard,50
SD00000647,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,9,90000000,832318051.69,EUR,2021-07-27,2024-09-11,DAP,Milestone-based,Fully Delivered,Paris,Sophie Leclerc,50
SD00000648,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,10,90000000,881846913.87,EUR,2021-01-01,2022-05-11,CIF,"30% advance, 70% on delivery",Cancelled,New Delhi,Jean-Pierre Martin,50
SD00000649,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,9,90000000,819028545.32,EUR,2023-12-31,2025-09-28,EXW,L/C 90 days,Open,Paris,Sophie Leclerc,30
SD00000650,CUST-PRIV-003,Air France,France,Commercial,Rafale F3-R,10,90000000,924314219.65,EUR,2018-09-29,2022-08-22,CIF,L/C 90 days,Partially Delivered,Cairo,Sophie Leclerc,0
SD00000651,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,MRO_Package_Annual,1,5000000,5245016.32,EUR,2021-01-05,2022-02-13,CIF,L/C 90 days,In Production,Abu Dhabi,Antoine Morel,0
SD00000652,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,MRO_Package_Annual,1,5000000,5207186.48,EUR,2023-03-16,2024-11-04,CIF,L/C 90 days,In Production,Cairo,Marc Dupont,50
SD00000653,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4999132.68,EUR,2020-07-01,2024-03-15,DAP,Milestone-based,In Production,Singapore,Antoine Morel,0
SD00000654,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Spare_Parts_Bundle,1,2500000,2375272.44,EUR,2020-10-24,2022-10-27,DAP,"30% advance, 70% on delivery",Open,Paris,Marc Dupont,50
SD00000655,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,6,60000000,360741042.66,EUR,2018-03-13,2021-04-25,EXW,"30% advance, 70% on delivery",In Production,Paris,Sophie Leclerc,0
SD00000656,CUST-IND-002,Indian Navy,India,Government,Training_Package,1,3000000,3049496.37,EUR,2023-04-14,2025-05-18,CIF,Milestone-based,Partially Delivered,Singapore,Marc Dupont,0
SD00000657,CUST-PRIV-003,Air France,France,Commercial,Falcon 10X,2,75000000,150202279.56,EUR,2022-10-09,2024-10-05,DDP,"30% advance, 70% on delivery",Cancelled,Paris,Antoine Morel,0
SD00000658,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 8X,10,60000000,589200000.37,EUR,2023-10-31,2026-07-18,EXW,"30% advance, 70% on delivery",Fully Delivered,Singapore,Isabelle Bernard,0
SD00000659,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 6X,11,45000000,508189427.54,EUR,2019-11-21,2022-10-15,EXW,L/C 90 days,Open,Singapore,Isabelle Bernard,50
SD00000660,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 10X,3,75000000,224083048.86,EUR,2023-05-23,2025-07-10,DDP,"30% advance, 70% on delivery",Cancelled,Cairo,Sophie Leclerc,0
SD00000661,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,7,90000000,623879872.68,EUR,2020-05-25,2021-05-17,DAP,Milestone-based,In Production,Singapore,Antoine Morel,0
SD00000662,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 10X,3,75000000,233692964.71,EUR,2022-01-21,2024-06-15,CIF,L/C 90 days,Partially Delivered,Singapore,Antoine Morel,0
SD00000663,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,4,60000000,231204421.42,EUR,2019-08-15,2021-05-06,DAP,Milestone-based,Fully Delivered,Singapore,Antoine Morel,50
SD00000664,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,3,60000000,175103981.83,EUR,2018-08-20,2019-04-30,CIF,Milestone-based,Fully Delivered,Abu Dhabi,Antoine Morel,50
SD00000665,CUST-PRIV-003,Air France,France,Commercial,Training_Package,1,3000000,2866688.65,EUR,2021-02-23,2024-04-02,EXW,L/C 90 days,Cancelled,Abu Dhabi,Jean-Pierre Martin,0
SD00000666,CUST-PRIV-003,Air France,France,Commercial,Training_Package,1,3000000,2976215.78,EUR,2021-07-09,2023-10-09,DAP,L/C 90 days,In Production,Singapore,Antoine Morel,0
SD00000667,CUST-PRIV-003,Air France,France,Commercial,Rafale F3-R,8,90000000,737924181.57,EUR,2023-03-11,2026-07-26,DAP,Milestone-based,Open,Cairo,Antoine Morel,0
SD00000668,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,6,75000000,450446749.4,EUR,2022-05-19,2023-10-24,DDP,L/C 90 days,Partially Delivered,Abu Dhabi,Antoine Morel,50
SD00000669,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Spare_Parts_Bundle,1,2500000,2426340.76,EUR,2018-04-04,2019-08-15,CIF,Milestone-based,Cancelled,Paris,Sophie Leclerc,0
SD00000670,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2545314.69,EUR,2020-01-09,2021-02-26,DAP,L/C 90 days,Cancelled,Abu Dhabi,Jean-Pierre Martin,0
SD00000671,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F4,3,95000000,297209352.2,EUR,2023-11-13,2026-07-12,DAP,L/C 90 days,Fully Delivered,New Delhi,Jean-Pierre Martin,0
SD00000672,CUST-PRIV-003,Air France,France,Commercial,Training_Package,1,3000000,2852112.85,EUR,2022-07-04,2025-03-04,DAP,"30% advance, 70% on delivery",Fully Delivered,Paris,Isabelle Bernard,0
SD00000673,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,4,60000000,239545143.27,EUR,2019-08-25,2023-06-12,CIF,L/C 90 days,Partially Delivered,Singapore,Sophie Leclerc,0
SD00000674,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,12,75000000,901024279.74,EUR,2022-11-24,2025-02-03,CIF,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Marc Dupont,0
SD00000675,CUST-HRV-001,Croatian Air Force,Croatia,Government,Training_Package,1,3000000,2948371.09,EUR,2023-09-25,2027-09-01,DDP,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Marc Dupont,50
SD00000676,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,8,90000000,715842661.45,EUR,2019-02-20,2020-08-02,DDP,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Marc Dupont,30
SD00000677,CUST-PRIV-003,Air France,France,Commercial,Rafale F3-R,11,90000000,1024071610.97,EUR,2021-07-27,2024-07-12,DAP,Milestone-based,Fully Delivered,New Delhi,Jean-Pierre Martin,0
SD00000678,CUST-PRIV-001,Tata Sons Ltd,India,Private,Training_Package,1,3000000,3035360.19,EUR,2020-06-30,2023-11-19,EXW,Milestone-based,In Production,Paris,Marc Dupont,0
SD00000679,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,2,45000000,94246727.26,EUR,2021-06-29,2022-05-05,CIF,"30% advance, 70% on delivery",In Production,Paris,Sophie Leclerc,0
SD00000680,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,5175415.88,EUR,2020-03-23,2022-12-18,CIF,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Isabelle Bernard,0
SD00000681,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F4,12,95000000,1087272091.59,EUR,2022-11-29,2025-12-05,DAP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Marc Dupont,0
SD00000682,CUST-PRIV-003,Air France,France,Commercial,Falcon 10X,6,75000000,446685825.83,EUR,2021-04-10,2023-03-30,CIF,L/C 90 days,Partially Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000683,CUST-UAE-001,UAE Air Force,UAE,Government,Spare_Parts_Bundle,1,2500000,2556407.31,EUR,2022-10-17,2024-12-15,DAP,Milestone-based,Fully Delivered,New Delhi,Sophie Leclerc,50
SD00000684,CUST-GRC-001,Hellenic Air Force,Greece,Government,Training_Package,1,3000000,2915588.94,EUR,2023-08-05,2026-12-03,DAP,Milestone-based,Fully Delivered,Singapore,Isabelle Bernard,30
SD00000685,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 8X,10,60000000,624600722.51,EUR,2019-08-27,2022-08-10,CIF,L/C 90 days,In Production,New Delhi,Jean-Pierre Martin,0
SD00000686,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F4,6,95000000,573375003.42,EUR,2021-05-31,2022-10-28,DDP,"30% advance, 70% on delivery",Cancelled,New Delhi,Marc Dupont,0
SD00000687,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2588634.11,EUR,2022-03-08,2023-01-23,EXW,L/C 90 days,Partially Delivered,New Delhi,Antoine Morel,50
SD00000688,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,8,90000000,749547505.37,EUR,2021-05-13,2023-06-29,CIF,L/C 90 days,Fully Delivered,Abu Dhabi,Isabelle Bernard,0
SD00000689,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,6,95000000,583851596.56,EUR,2022-01-01,2025-07-19,DAP,L/C 90 days,In Production,Cairo,Marc Dupont,0
SD00000690,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,7,95000000,635982194.39,EUR,2018-01-13,2020-05-31,DDP,"30% advance, 70% on delivery",Open,Paris,Antoine Morel,0
SD00000691,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,7,95000000,669292180.22,EUR,2018-10-22,2020-11-27,DAP,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Marc Dupont,0
SD00000692,CUST-PRIV-003,Air France,France,Commercial,Training_Package,1,3000000,2965981.19,EUR,2018-08-28,2022-06-17,DDP,L/C 90 days,In Production,Cairo,Isabelle Bernard,0
SD00000693,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F3-R,12,90000000,1133592172.1,EUR,2019-05-29,2022-11-26,DDP,"30% advance, 70% on delivery",Partially Delivered,Paris,Sophie Leclerc,50
SD00000694,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,5234622.21,EUR,2018-05-02,2022-01-18,CIF,L/C 90 days,Fully Delivered,New Delhi,Jean-Pierre Martin,0
SD00000695,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,7,45000000,311129014.77,EUR,2023-02-26,2024-05-03,CIF,Milestone-based,Partially Delivered,Cairo,Isabelle Bernard,0
SD00000696,CUST-IND-002,Indian Navy,India,Government,Rafale F3-R,3,90000000,283429311.05,EUR,2022-06-03,2024-04-05,DAP,"30% advance, 70% on delivery",In Production,New Delhi,Sophie Leclerc,50
SD00000697,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,5,45000000,227558667.57,EUR,2018-06-12,2019-05-06,DDP,L/C 90 days,Fully Delivered,Cairo,Isabelle Bernard,0
SD00000698,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,7,45000000,314628997.64,EUR,2018-03-08,2019-03-15,CIF,L/C 90 days,Partially Delivered,Paris,Marc Dupont,0
SD00000699,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 10X,5,75000000,386784467.59,EUR,2019-05-08,2021-05-18,DDP,"30% advance, 70% on delivery",In Production,New Delhi,Marc Dupont,0
SD00000700,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 10X,7,75000000,546418196.9,EUR,2022-11-14,2025-01-31,CIF,"30% advance, 70% on delivery",Open,Paris,Antoine Morel,50
SD00000701,CUST-UAE-001,UAE Air Force,UAE,Government,Training_Package,1,3000000,3075482.37,EUR,2022-04-04,2023-12-21,EXW,L/C 90 days,Open,Cairo,Antoine Morel,50
SD00000702,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,5041323.92,EUR,2019-10-09,2021-04-15,CIF,Milestone-based,Partially Delivered,Abu Dhabi,Jean-Pierre Martin,30
SD00000703,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,1,90000000,87446987.02,EUR,2021-08-17,2022-02-18,EXW,Milestone-based,Cancelled,Paris,Sophie Leclerc,0
SD00000704,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 10X,11,75000000,804854983.85,EUR,2022-06-24,2025-09-01,DDP,L/C 90 days,Open,Paris,Marc Dupont,50
SD00000705,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 6X,2,45000000,87774218.46,EUR,2022-01-19,2024-02-03,DAP,Milestone-based,In Production,Cairo,Marc Dupont,50
SD00000706,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 8X,6,60000000,345340619.74,EUR,2020-12-03,2024-09-17,CIF,L/C 90 days,Partially Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000707,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F3-R,5,90000000,428128380.41,EUR,2021-08-12,2023-09-15,CIF,L/C 90 days,In Production,Cairo,Isabelle Bernard,0
SD00000708,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,1,45000000,45892642.8,EUR,2022-03-12,2025-07-02,DAP,L/C 90 days,Open,Singapore,Isabelle Bernard,0
SD00000709,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F4,5,95000000,461041195.28,EUR,2018-12-12,2021-04-04,DAP,Milestone-based,Open,New Delhi,Isabelle Bernard,50
SD00000710,CUST-PRIV-001,Tata Sons Ltd,India,Private,Spare_Parts_Bundle,1,2500000,2417707.56,EUR,2019-03-02,2019-09-28,DAP,L/C 90 days,Partially Delivered,Cairo,Jean-Pierre Martin,0
SD00000711,CUST-IND-001,Indian Air Force,India,Government,Spare_Parts_Bundle,1,2500000,2532715.45,EUR,2021-08-04,2024-06-15,EXW,Milestone-based,In Production,Paris,Isabelle Bernard,50
SD00000712,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F3-R,3,90000000,279820570.84,EUR,2020-03-21,2022-01-30,DAP,Milestone-based,Cancelled,Abu Dhabi,Sophie Leclerc,0
SD00000713,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,1,45000000,44569099.7,EUR,2018-08-05,2020-02-14,DDP,L/C 90 days,In Production,Cairo,Marc Dupont,0
SD00000714,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,5204976.81,EUR,2018-03-19,2020-07-14,DDP,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Jean-Pierre Martin,0
SD00000715,CUST-IND-002,Indian Navy,India,Government,Falcon 10X,3,75000000,214364441.18,EUR,2022-08-02,2025-10-08,EXW,"30% advance, 70% on delivery",Open,Abu Dhabi,Marc Dupont,50
SD00000716,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,1,60000000,57572690.87,EUR,2022-07-04,2025-05-18,DDP,L/C 90 days,Fully Delivered,Singapore,Sophie Leclerc,0
SD00000717,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,3,60000000,176001756.29,EUR,2018-05-10,2020-08-21,DDP,"30% advance, 70% on delivery",In Production,New Delhi,Jean-Pierre Martin,30
SD00000718,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,11,60000000,628817065.58,EUR,2018-07-09,2019-06-08,DDP,Milestone-based,Open,Singapore,Marc Dupont,0
SD00000719,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F4,4,95000000,369657347.1,EUR,2019-12-15,2022-06-26,CIF,"30% advance, 70% on delivery",In Production,New Delhi,Sophie Leclerc,0
SD00000720,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 10X,6,75000000,464958172.36,EUR,2022-08-14,2024-09-12,DDP,Milestone-based,In Production,New Delhi,Antoine Morel,0
SD00000721,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,5,75000000,379102946.48,EUR,2022-10-20,2023-04-28,CIF,Milestone-based,In Production,New Delhi,Marc Dupont,0
SD00000722,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,12,90000000,1113505900.41,EUR,2021-12-31,2023-11-17,CIF,L/C 90 days,Partially Delivered,Cairo,Sophie Leclerc,0
SD00000723,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,MRO_Package_Annual,1,5000000,4838673.47,EUR,2023-04-17,2025-01-31,DAP,Milestone-based,In Production,New Delhi,Isabelle Bernard,50
SD00000724,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,5031360.28,EUR,2018-09-29,2020-09-25,CIF,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Sophie Leclerc,50
SD00000725,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F3-R,10,90000000,937451014.2,EUR,2022-09-02,2024-11-04,CIF,Milestone-based,Open,New Delhi,Sophie Leclerc,0
SD00000726,CUST-HRV-001,Croatian Air Force,Croatia,Government,MRO_Package_Annual,1,5000000,4829626.98,EUR,2022-12-14,2024-12-17,CIF,Milestone-based,Cancelled,Abu Dhabi,Sophie Leclerc,30
SD00000727,CUST-UAE-001,UAE Air Force,UAE,Government,Spare_Parts_Bundle,1,2500000,2406820.45,EUR,2021-10-20,2023-09-11,DDP,L/C 90 days,In Production,Cairo,Isabelle Bernard,50
SD00000728,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 10X,2,75000000,147581321.43,EUR,2018-12-02,2020-04-15,CIF,"30% advance, 70% on delivery",Fully Delivered,Singapore,Sophie Leclerc,30
SD00000729,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,11,45000000,484437650.25,EUR,2021-09-07,2024-12-24,DDP,L/C 90 days,Fully Delivered,Singapore,Jean-Pierre Martin,50
SD00000730,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2557682.27,EUR,2019-08-26,2021-10-20,DDP,L/C 90 days,Partially Delivered,Singapore,Antoine Morel,50
SD00000731,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2399045.38,EUR,2020-07-08,2023-10-25,CIF,L/C 90 days,Open,New Delhi,Isabelle Bernard,0
SD00000732,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,1,45000000,44986962.55,EUR,2020-05-02,2023-06-26,DAP,Milestone-based,Open,New Delhi,Jean-Pierre Martin,0
SD00000733,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Spare_Parts_Bundle,1,2500000,2578629.56,EUR,2018-03-20,2021-10-28,CIF,L/C 90 days,Fully Delivered,Abu Dhabi,Antoine Morel,0
SD00000734,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,2,60000000,125748548.83,EUR,2022-06-20,2024-01-23,EXW,Milestone-based,Partially Delivered,Cairo,Sophie Leclerc,30
SD00000735,CUST-PRIV-003,Air France,France,Commercial,Falcon 10X,3,75000000,230594968.24,EUR,2019-11-05,2022-07-07,EXW,Milestone-based,Fully Delivered,Cairo,Sophie Leclerc,0
SD00000736,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F4,8,95000000,732540791.67,EUR,2021-05-16,2021-12-05,EXW,L/C 90 days,In Production,Paris,Jean-Pierre Martin,0
SD00000737,CUST-PRIV-003,Air France,France,Commercial,Spare_Parts_Bundle,1,2500000,2550628.97,EUR,2022-04-19,2024-06-05,DAP,L/C 90 days,Partially Delivered,Cairo,Isabelle Bernard,0
SD00000738,CUST-PRIV-003,Air France,France,Commercial,Rafale F3-R,7,90000000,641461466.38,EUR,2020-07-07,2022-03-26,DAP,"30% advance, 70% on delivery",In Production,Paris,Isabelle Bernard,0
SD00000739,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,6,60000000,370269620.63,EUR,2018-04-23,2019-06-09,DDP,L/C 90 days,Partially Delivered,Singapore,Marc Dupont,50
SD00000740,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,2,90000000,174504373.57,EUR,2020-08-06,2022-08-13,DDP,Milestone-based,Cancelled,Cairo,Isabelle Bernard,0
SD00000741,CUST-PRIV-003,Air France,France,Commercial,Falcon 6X,11,45000000,483794782.22,EUR,2019-02-16,2021-03-13,EXW,"30% advance, 70% on delivery",Open,Paris,Jean-Pierre Martin,0
SD00000742,CUST-HRV-001,Croatian Air Force,Croatia,Government,Training_Package,1,3000000,3030148.63,EUR,2018-06-04,2019-05-01,DAP,"30% advance, 70% on delivery",Cancelled,Cairo,Jean-Pierre Martin,30
SD00000743,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F4,1,95000000,90701826.14,EUR,2021-06-30,2022-11-22,DAP,"30% advance, 70% on delivery",Fully Delivered,Singapore,Antoine Morel,0
SD00000744,CUST-HRV-001,Croatian Air Force,Croatia,Government,Spare_Parts_Bundle,1,2500000,2606457.4,EUR,2022-07-14,2026-01-28,DAP,L/C 90 days,Cancelled,Singapore,Jean-Pierre Martin,0
SD00000745,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,2,60000000,125457277.25,EUR,2020-04-01,2022-03-10,EXW,Milestone-based,Partially Delivered,Singapore,Marc Dupont,0
SD00000746,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,6,45000000,261832007.91,EUR,2022-10-09,2023-08-10,DAP,Milestone-based,Fully Delivered,Singapore,Jean-Pierre Martin,0
SD00000747,CUST-PRIV-001,Tata Sons Ltd,India,Private,Spare_Parts_Bundle,1,2500000,2389690.17,EUR,2021-08-19,2024-10-26,DAP,Milestone-based,Open,Paris,Sophie Leclerc,0
SD00000748,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,10,95000000,967275290.97,EUR,2018-03-08,2019-06-08,CIF,L/C 90 days,In Production,Paris,Sophie Leclerc,50
SD00000749,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F4,5,95000000,455620742.89,EUR,2019-06-27,2022-12-20,EXW,Milestone-based,Partially Delivered,New Delhi,Isabelle Bernard,0
SD00000750,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,10,95000000,922747042.53,EUR,2022-11-22,2026-01-20,EXW,Milestone-based,Fully Delivered,Cairo,Marc Dupont,0
SD00000751,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,10,45000000,430728641.79,EUR,2018-11-23,2019-08-06,CIF,Milestone-based,Cancelled,Singapore,Jean-Pierre Martin,50
SD00000752,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F4,10,95000000,997381805.24,EUR,2019-11-25,2021-10-15,DAP,Milestone-based,Fully Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000753,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,2,45000000,93780731.34,EUR,2020-06-11,2022-10-17,CIF,L/C 90 days,Open,New Delhi,Isabelle Bernard,0
SD00000754,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2511966.88,EUR,2021-11-11,2024-03-30,EXW,"30% advance, 70% on delivery",In Production,Cairo,Marc Dupont,0
SD00000755,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,11,60000000,650976753.43,EUR,2023-06-16,2024-04-24,CIF,L/C 90 days,Cancelled,Singapore,Antoine Morel,50
SD00000756,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 10X,9,75000000,676735548.28,EUR,2022-01-10,2024-11-27,EXW,L/C 90 days,In Production,Singapore,Antoine Morel,0
SD00000757,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,1,90000000,88823198.04,EUR,2021-10-27,2024-09-27,CIF,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Marc Dupont,50
SD00000758,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,3,60000000,179068587.05,EUR,2018-12-20,2022-01-06,CIF,"30% advance, 70% on delivery",In Production,Abu Dhabi,Isabelle Bernard,30
SD00000759,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,7,75000000,544633149.34,EUR,2023-05-06,2023-12-18,DAP,Milestone-based,Fully Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000760,CUST-IND-001,Indian Air Force,India,Government,Spare_Parts_Bundle,1,2500000,2502311.01,EUR,2022-09-21,2024-03-22,CIF,"30% advance, 70% on delivery",In Production,Paris,Jean-Pierre Martin,50
SD00000761,CUST-HRV-001,Croatian Air Force,Croatia,Government,Spare_Parts_Bundle,1,2500000,2510373.84,EUR,2018-08-30,2020-09-04,DAP,Milestone-based,Cancelled,New Delhi,Antoine Morel,0
SD00000762,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,2972293.15,EUR,2020-02-27,2023-06-18,DAP,Milestone-based,Fully Delivered,New Delhi,Sophie Leclerc,0
SD00000763,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,3,60000000,174149806.1,EUR,2019-09-27,2021-10-27,EXW,Milestone-based,Open,Abu Dhabi,Sophie Leclerc,50
SD00000764,CUST-UAE-001,UAE Air Force,UAE,Government,MRO_Package_Annual,1,5000000,5249961.86,EUR,2021-05-02,2022-01-02,DAP,"30% advance, 70% on delivery",Open,Singapore,Marc Dupont,50
SD00000765,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F4,4,95000000,375174977.15,EUR,2019-02-21,2020-04-12,EXW,L/C 90 days,Cancelled,Paris,Marc Dupont,0
SD00000766,CUST-UAE-001,UAE Air Force,UAE,Government,MRO_Package_Annual,1,5000000,5233591.05,EUR,2022-12-20,2024-04-11,DDP,"30% advance, 70% on delivery",In Production,Cairo,Marc Dupont,0
SD00000767,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,5228251.26,EUR,2018-06-17,2022-04-23,DDP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Antoine Morel,0
SD00000768,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,1,95000000,98752072.11,EUR,2019-02-24,2023-02-16,EXW,"30% advance, 70% on delivery",In Production,Abu Dhabi,Jean-Pierre Martin,50
SD00000769,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 8X,9,60000000,554091324.46,EUR,2019-01-27,2021-01-13,CIF,Milestone-based,In Production,Abu Dhabi,Sophie Leclerc,50
